classification,latitude,longitude
25,37.287988603707475,139.35214137583046
15,-46.154066968442024,168.04321233539542
20,67.12563377167554,125.30072856628476
12,-21.91920933602282,-44.444033754157964
3,-14.840033855447018,-61.518100119822954
2,-12.42644161999445,-72.75970740916038
6,-8.46069425875386,-41.75824835555164
27,58.98496437982416,111.61698599581143
17,31.83712459834625,51.14304450862539
14,27.14737557845326,119.54929377688698
22,48.531059504658145,134.63946024047624
23,51.131524331842684,100.79118566315641
22,49.42118426289866,130.45942285531407
29,64.96577489914037,-95.17073063936976
16,-41.70365932580574,145.84474892730572
18,40.634514547618984,20.902640975274196
1,0.6297035957414632,23.137622349785342
11,-23.559266084179338,45.92897859545832
15,-34.585102509981986,149.822233957303
29,66.48566761556671,138.71115329084833
22,47.72220078292576,-101.73520253882299
16,53.24866301639127,-167.61167739585915
14,35.6404981286109,137.17381183043244
20,69.01117551402476,121.27768066447746
12,27.413025634929667,105.83960973373281
27,63.626401261012234,-97.68889664318662
30,80.56628140414172,-21.245082810045478
28,67.7528931050253,114.78134502900124
11,34.90956677223476,128.02292083320745
14,-26.594763225178916,-49.138577498370935
14,25.173313184421932,117.28666901426294
9,-37.67917747172112,-72.74928214782645
29,66.40282860130586,-178.273765613274
12,-27.688158717168772,27.74514428542714
4,-21.422929188238964,127.23289426103068
4,-22.699564462731573,116.30175108459028
14,32.88887004166393,-98.819842462
11,-8.943357196971192,35.35085391313606
20,67.44940457869683,124.81954939671506
27,59.89056586404827,48.37104205101338
2,8.628992422666425,-76.51325737420214
15,-8.174546662483225,-77.1279307411698
17,33.212751171343434,65.07194496700625
3,14.633599399360016,79.15897653348829
21,46.26677255958943,124.02891810015507
12,-10.665791842746076,26.217801697844475
4,15.091416774087534,34.88524390391979
18,30.770643024178582,52.710320087141206
13,-13.370833333333337,-71.19583333333334
27,59.95019409388481,65.30577049593948
13,-12.504166666666663,-74.57916666666667
10,-46.26249999999999,-71.47083333333333
25,43.659648794032975,26.731163337826295
17,38.879924294599036,39.42802505215216
23,47.6859402652377,119.20981205985802
11,26.484641500525207,81.11699235250053
9,-34.8112670519466,-71.16645769031403
27,60.222259627369176,38.22895548905032
27,65.54756236014498,155.19628010496916
26,47.34958990118325,-90.24463295464243
9,37.53098838460862,31.3976422617982
1,-2.0039986837102726,23.361056019089848
21,41.47017592809213,117.64317033984484
8,34.186577059597205,74.86797647216639
23,63.90652740929462,-142.80788704975848
23,55.16393215791105,120.66402846384648
16,63.73600748203603,-18.095209315362805
10,-34.070833333333326,-70.41250000000001
8,38.56693842914524,-120.51411904285939
12,23.16413287684202,93.51436779687896
25,34.9267156475582,126.86769834554045
10,-44.14583333333334,-71.3375
10,-40.49583333333334,-71.67916666666667
7,43.646445601006626,76.46854937845896
1,-5.269244529603648,-76.77725304153516
5,45.30273464620292,90.33549469516063
10,-40.34583333333333,-71.35416666666667
21,33.25817090229788,109.91304416685155
19,62.92987094824536,148.87025958699002
25,40.63863501984542,-91.89896415904708
8,-4.672884071782034,37.45340873855492
24,64.49955056372505,136.98119253680477
5,40.91117105884799,-113.87567567100865
3,6.806954984914462,31.569711234192354
11,24.608870236279415,79.14231192794327
30,-30.477388053180736,-70.261886772241
1,-1.4059400572760588,-70.52834191110195
24,66.90886977041413,114.0616846862825
5,36.29912682761828,-116.7294362597081
29,68.53950546269498,-69.043283058244
22,46.85463760433164,-100.36668712321783
27,61.05313841335423,26.444203811258557
2,-9.460251254007815,-71.59596362028718
28,65.23496784554355,146.909537837392
25,42.0832753021487,-83.66336038786798
16,57.45992132366824,-5.2310450002765725
26,51.21671995016573,29.9564113509457
16,-44.754560990333474,-74.27298901262026
20,68.89500949098785,125.24013373013112
14,33.96348142968957,-79.00883858613746
21,34.89497517748068,114.20344306008687
7,33.134719518057885,36.50954058062905
11,-16.459990259714605,31.943890673923303
8,37.93998070314798,69.89560900305335
2,-8.73179835979375,141.63296130882756
3,10.287335639789841,-9.892910453137217
7,47.83070274229299,75.03107605623697
13,-29.037499999999994,29.195833333333326
20,67.01994833565877,125.00745681455912
18,47.52628474848165,-117.11004492075375
6,13.0315312898905,0.033053612564502226
20,67.66858188841901,123.5428771328603
21,33.57574886794374,107.99268568166933
14,29.602300708628558,118.52765787022203
4,30.637552711127956,60.356746720959606
7,33.750422929711945,85.68540542830655
16,56.810092368248824,-5.396627565893578
30,80.30353633750033,-74.41341456201911
29,31.230792845309203,96.40176905863308
20,68.45707347442067,124.59362259890852
30,79.04772131995115,-32.42827669625224
14,23.500475459966207,110.44349539362325
12,25.82272052318758,100.883012373861
24,67.34293717710835,134.28392031352547
17,34.73567659947906,63.46871668395343
10,-39.52916666666667,-71.27916666666667
18,36.754362940195215,-118.55057495367971
18,34.599552017667854,63.47438821456356
21,45.81137105390682,-100.30849007563833
3,-6.047721272627563,26.497656263098637
15,-25.960787333073995,-49.06815303044303
27,68.0496351351568,143.28558069763753
12,26.736602349700217,100.27652911639728
29,69.79623889655907,-69.10653757045269
14,37.081337897043475,-96.89722588642023
19,68.14666795255356,-124.5137865520304
15,48.93203256636393,-122.26832875645738
27,59.46870396372034,9.173537054601104
21,38.08995151543323,113.75565616065063
10,-38.17083333333332,-70.91250000000001
21,40.92033410217262,-99.51444324005604
7,47.88497654821013,-119.53740978944644
16,-45.46491922786656,-74.00802718412001
20,63.587069020307375,126.6105461955313
15,-47.304495659649085,-72.77654531060446
23,43.53497948023798,129.0835263306688
12,-10.779912671239778,25.362060070120094
20,68.3269308059745,124.73980100215599
26,51.300820889693014,81.40553818742247
17,34.42241140850959,63.11210744392732
17,38.674625326643834,40.709670791542955
19,66.0513972409975,155.39679364837625
4,22.37347942231292,47.74272064288359
16,63.60755999886249,-18.26763359026536
24,62.528557485824585,134.6288376035427
8,35.42477816121595,-5.542595108695691
8,40.39814309533185,-122.16131762605987
8,38.02806789421356,13.457745478345164
21,41.357704205408865,120.53515928076932
6,-27.883457756795412,145.6617682180594
12,-5.494157404249395,37.110754056538326
6,-19.32581397729777,-61.70685884515118
25,41.61790963055172,-101.2858795352414
9,-38.860925509952374,-72.62885225303638
6,-16.985663223717115,132.51558847680633
14,-36.255437390800445,-60.801350107068366
9,-33.34596187662789,19.41708203746162
25,47.09057781157089,41.37793300971056
28,65.99421035448253,118.70728391389925
23,51.18711259780711,104.55906351886046
15,-37.816277903460524,-62.03453209622543
23,49.52549372768546,95.53220466412151
11,30.25573809942683,76.39384683176839
3,-12.013407526651802,-56.037096069328925
21,36.3659531012485,112.4876913604854
24,65.7155798403473,135.92976430198465
5,44.89608435271398,-108.62490853010623
7,35.915286637494994,3.228087400308759
14,-29.6995968985522,153.12857153598597
18,38.34797464153155,41.604980795561616
19,34.75386432626171,65.66361948398175
1,-15.755333142309699,-38.94963190682237
25,44.01602000471696,-98.18818604915619
4,24.138241326010984,-6.2346398578620565
30,74.16068283375382,-29.84647212671896
16,-40.494555127795486,-72.1286720593676
21,42.56498696348484,120.16651817573565
4,-23.246717888905565,116.72826358853054
11,-16.973730810348783,24.13055042412744
12,17.34439360308936,-97.89260123471344
26,52.27087690576733,141.867158329111
8,-30.188582622362652,115.93097203399763
2,15.276792683117101,-90.91855039448058
4,34.251321361655364,41.7945889653372
11,21.125749399113168,99.35272480576988
7,49.424406282562636,62.31487626996141
5,44.34155220177413,102.32913868416722
10,5.487499999999997,-72.9625
27,69.89993443736573,87.48751566067548
12,8.173235932072817,39.93734623925522
4,29.278039090693063,70.83366045077965
24,66.63530865057083,134.5182042501278
23,62.560987965926685,148.40336723499593
20,67.51459869398015,125.72101263252469
11,-15.754034646368146,25.33975615153546
9,9.035286771000484,37.27940697293039
20,64.77478544602826,125.76256852633416
5,-39.20300746038109,-66.4675137767766
10,-37.77916666666667,-70.8875
22,31.541331856389746,103.57504343082378
19,68.4082872953818,-156.2530710612934
22,47.47260067948533,-100.90411923021998
18,34.009333643543705,62.90876343249293
23,55.658135547069435,135.3902846228214
28,62.83852165090163,132.62981343733352
16,-48.52888723106399,-74.29494740877965
26,37.9769647923046,128.3749208280587
15,2.341425772816547,-75.4818244186427
23,65.53577647393044,129.99907340036947
8,36.33686621959896,63.95140292624983
25,40.56862312117118,-100.74514955636113
17,33.68569465738545,48.101554332671434
29,65.16176588700941,-74.43742174521107
6,28.424616120253713,-99.41585895222084
12,-29.289354826473488,30.41454757376685
23,65.42258532161273,-99.5960115289391
12,-12.869955557603806,20.34021322250361
18,48.2482934303596,-120.658776756243
30,81.07533332972524,-72.93692999243403
5,-22.579665751620045,-68.70146509037262
20,66.70425213763677,123.68916795464408
9,39.99536554291829,-122.99358501369352
8,36.30296464775684,3.075164193190782
27,57.066601794434455,-119.10932234074731
6,-23.575431545874164,27.12827885415994
2,13.587277500828183,-83.58427318494788
20,68.58798883109908,122.99783495176474
29,59.66409067859432,-136.42287867600177
12,-16.437037804924948,-67.80005288870727
22,29.13524467325627,96.1222245911579
19,65.94853842641236,154.00758649211136
27,59.48641284079907,38.97476086414428
30,72.41435276592094,-49.075300283948025
29,37.92343675373461,72.63469812971402
22,27.914645484181413,99.6555810834291
9,9.07275484550924,41.81726340040996
9,-35.065658297957036,-71.96435154963395
19,69.20338104999509,173.69856823262583
12,30.721690583934816,77.51896284976526
26,50.61105103861917,28.601796127315918
11,-18.4064858320459,143.9960908527369
16,-39.122176858041165,-71.7020081050321
29,72.8682575260984,79.36057126108302
26,48.75499050824719,-100.24678934445306
19,61.691426046155605,156.9683614593611
14,24.42012322730849,107.94334865546402
26,37.314441142239254,128.77156241723858
11,-17.461168637559012,33.302369737401904
4,24.846659171793995,27.8677366426406
30,71.2444818711407,-40.81365046848895
6,12.670579437564813,20.303690514776882
13,10.887500000000003,39.0625
19,67.81759407863431,-120.86348078560933
26,57.70598694710814,51.45924674342487
4,25.617145975854232,65.52281447954316
3,15.088951403911723,-85.77283041171556
17,38.00895855728619,37.86198951780403
5,46.758458292102524,66.33848637294285
15,-0.953647654399855,-78.65575016328678
1,-0.6342508713007344,-55.24225437169065
30,78.11455760122763,-65.8842751544316
22,47.683386337300824,-101.96443872137712
4,-31.323583186643102,144.62360236513686
8,34.1260659396494,47.0843474598651
13,-12.820833333333326,-74.66250000000001
1,8.124359148253939,-77.36221839353527
19,58.936188549486154,-132.03990432009687
9,29.084258108537448,-108.12822529870121
29,29.684776839525743,98.8085348754447
29,63.345473147791324,159.19252070272816
12,-13.64995328001137,15.379697849347652
26,51.7411690075637,29.977526110587302
9,-32.0410070461635,-70.80363494390186
11,25.464694182492273,84.80246402703287
17,32.66734805468352,63.83399994960662
5,43.11138687684137,98.81333572914555
13,-15.354166666666671,-70.12083333333334
16,-41.01257985170328,-73.8489964074961
23,53.185423382758295,114.91411897604667
19,68.09409415070968,156.51788478300807
12,24.965343764646967,-105.59801301564845
5,47.65617257307808,94.91741640561618
17,38.19024999573896,42.01537813121364
11,18.1226231890892,82.55815289166387
24,65.34348862287932,141.40527552060473
9,9.691003070473151,38.00750946527824
1,4.0701180595734225,-66.93296837028569
3,-13.747617394166456,-48.89716837160779
21,38.43316680303454,125.28958140521472
3,-8.314504536630574,-44.91676853493282
4,17.847302341552577,-15.586213355745382
20,66.17796809448652,122.75440011941888
23,50.83461821765868,132.61330542937972
1,-4.13477691918224,-77.95700620052062
9,-37.666340872476596,140.99318092294456
2,12.412977263910426,99.12800811830564
28,61.7748466703856,131.25061927984444
18,44.543229506833455,-120.06646883815722
26,48.78207807814266,-102.1433668696091
19,-45.963950869562225,-71.14076486011555
2,20.534351073482174,92.69722402503483
23,53.5732860162024,134.2221502218796
2,-8.128885909366401,-56.78380893437966
13,-10.754166666666663,-76.85416666666667
5,36.20602192054859,54.04535011038076
22,47.562254995959215,130.23417488322167
29,73.6004090379251,-92.43304550386651
14,-29.626167349978108,-57.747828338734905
1,-0.9099328188764135,-63.795672353722054
2,2.5436602169919262,25.386225087098822
8,40.46378409495645,-121.98766316079468
18,46.452102123277236,-120.93879627174219
11,23.713062631881172,103.8735757972766
23,64.06137090266358,-142.6122773132084
25,41.38114863139793,-93.11784300652157
11,23.769784530627327,107.50336480739021
24,61.44711948241575,137.53216428552648
1,7.422023677946522,122.83577293248675
13,19.237499999999997,-97.2875
16,-42.65954576987648,-71.70772241839624
29,78.75285090923317,-85.76341475025608
22,33.30496206925012,104.95787443208961
2,0.5978460498243716,-55.72387861881148
1,-0.47667504574551844,32.88582282763035
12,-21.896039653350275,-64.6441136358264
7,52.132574654053315,75.68268444967016
30,78.70121323736792,-90.58088462945793
15,19.583769788797003,-155.35473653225816
1,-3.8501781327526294,-55.433979038374446
4,-27.824408008212597,116.82983193407453
25,43.922258739862215,26.355460559584028
9,-36.76056405226795,-71.26583670441028
14,41.47445020735775,31.80868261962455
25,38.53549490548355,-94.7166032312345
17,38.70052519487476,39.6193159714703
24,63.56532444584582,134.51909863552393
19,45.19024082209459,-116.17275037340993
8,-30.873931169481807,116.69379315755464
19,53.18888733954664,157.0814623548502
11,-8.5739181059171,31.987750051198475
9,5.334526714426205,-73.42305931099988
15,9.219406922145186,-82.75384237650994
22,31.282772418424916,103.39077611884052
28,67.71900603289315,116.3859224747253
18,39.17794871434975,43.43963647915704
4,-25.287792647529205,17.76382578155505
15,-29.145291311219978,-50.69511793928743
26,40.998488061661234,-75.75289704046699
27,58.04886071101213,77.51952084364825
23,32.35990895954567,101.775408441324
18,41.76042633142026,71.84266776929141
1,2.7217370828104515,99.3292417156307
24,68.7736312503623,135.86314051024445
4,-22.78593792552429,127.36096350612165
21,35.3604101729832,119.46566991065896
17,31.454074080381027,51.36981139686723
20,67.75657858268298,125.18545155569572
28,62.005824768297856,134.58707941846512
3,-11.657867538758001,-49.35762537095746
19,65.26232174001922,151.0202558776017
14,30.12316103044686,-94.63564034780268
21,35.22025353302348,107.03338923025723
19,66.31728127816342,166.00819578805792
21,43.0216735231612,-101.212220761886
16,-47.938628013947316,-73.23460665314924
9,5.106735963525077,-73.29547827691245
9,-34.31843103276226,115.5648205465019
18,37.45552221359792,43.84986698991329
23,64.02399019472745,-100.75761143947767
23,52.087486257129086,127.26483477422364
3,-12.229076124758322,-66.12668125951687
5,-39.93163791085655,-66.38527168323898
28,66.3465549696201,112.18094836972604
15,54.994605613881994,-3.83386600872334
30,78.89260596307976,-62.39729595290799
7,43.82106662667711,77.76226403382628
23,50.4787338825005,131.88088625304715
20,68.67677710528086,126.15568401473149
14,-27.902700090263668,-58.47364473296356
13,-16.77083333333333,-69.00416666666666
2,-10.77447368559417,-71.09993256948647
13,-16.295833333333334,-69.07083333333334
26,48.52176549056351,-115.06374380094711
5,45.05891973999461,109.22642156072803
14,23.90049828345709,107.89576872163984
4,32.40930784505269,72.56179084359759
22,43.749794671708976,129.7517533884959
27,56.78665376414954,98.78722145012517
6,11.942932150685225,9.185697216519857
20,66.90438422437532,122.4511068515472
13,-13.0625,-73.84583333333333
7,49.04531098130315,57.84222370921064
22,44.87525904870194,130.85771884126154
2,-12.128369000601287,-56.68825292148281
14,24.035058076184143,110.65207689727654
15,48.59815263606663,-121.97658777499488
15,5.29561805030003,-62.16801328625668
12,11.639006160355953,39.51450851729072
6,27.71026954576701,75.25149121021936
20,66.7381511265717,124.93870059089471
20,68.41046679604122,125.2058323201616
25,35.54236080356481,126.62627898557746
5,30.46126630674962,-105.30008126803317
16,-51.925009227047845,-59.17501106864865
21,37.41154201940732,110.4571374526978
21,38.088388679672356,127.51235369733155
28,61.73371411322261,130.37068979728363
3,-3.174479616505803,10.998836093124172
22,45.68456633648577,134.57300473519058
11,-11.393180375383944,26.99403100310691
7,25.894357476479367,-105.5174395005458
17,32.59149161038456,49.700846945916425
29,66.929739894145,-176.2972008356747
29,72.63938305365757,-123.69463050838134
1,-2.4292241199718236,-62.950308591615055
24,63.48363639106653,133.38078614029033
20,67.97817548671335,121.22789490877872
30,80.32941695002513,-54.05440217877723
20,68.40104985196942,124.02325828954994
17,33.62796119416507,63.60755128893418
25,52.25897725396248,49.86801969041088
1,1.1921345765257856,18.677600104230144
11,-20.1123482178775,147.7288844219055
26,46.4978083246184,-92.18496356871222
30,80.25609825276497,96.82253793202489
3,-8.154451144401007,28.64903629239451
22,44.043678586475664,116.6262957550763
12,-21.629297531188772,-64.50816164265096
15,-38.34041719808794,-59.662088955884414
9,-39.817280822989886,144.01155511909627
25,45.80135088417262,-98.48148500855937
22,39.86477144079529,112.81934700445775
24,65.7840592126728,135.64118778040958
22,47.86062715060691,-102.01906411446618
22,39.28275839497314,113.06497128565067
12,-22.450599589271846,-46.63355183106812
3,7.271334048627554,29.131050663305498
23,63.812427029787834,-100.67579835622784
2,0.0687089468754008,-55.22522052109363
22,51.158582981685925,127.35405894323556
18,40.817511219211866,32.252838837716254
5,44.54884724546765,104.89334493024596
29,67.96912867497817,128.56502863325244
8,-33.962218329517064,-70.64905102899768
28,68.1326933477432,114.79649177871035
14,35.45568735240367,-83.407298694061
15,-40.17107855045357,175.88902459506411
4,-29.34062781533113,136.62185406473182
12,26.53121875003712,105.83819080404453
15,43.00049534921709,18.378215657161427
18,46.060699463148495,-115.58674680688112
30,69.36767445743608,-42.636706123067825
13,-29.387500000000003,29.229166666666657
21,35.67024781176592,117.01592809336066
12,8.413154636761261,39.9609364891211
20,62.58008510784979,126.69053262896924
12,27.06555902170658,98.2415988087412
14,-27.248016755740824,-53.823503841879315
16,-42.37643293016667,-72.64723204162672
2,-1.8317732656328396,26.08247248629352
21,43.29104783043153,125.85560244136195
12,-27.095601069807042,28.676001857406654
27,66.68349067945677,105.06080028507603
11,-13.576814281021855,33.46799399056331
1,-4.488996695143543,-72.71903681576352
7,46.106969656681954,112.24570353442867
23,54.172643616919096,111.96892637745657
14,24.532233895607757,109.26424480325795
7,-36.131965774995585,-67.32106492316638
27,54.18228298572662,-67.92870478906782
25,50.101998238390976,43.32741417470314
6,17.931589671438633,74.92206188433262
6,-27.021459326781574,149.05124371993415
22,40.36593439269041,112.71696061756079
8,36.29321434699031,5.541630476225708
23,50.415366308853926,131.10447563958263
22,47.48950523972908,121.76933894760826
11,-15.726661819784391,20.336954652970935
9,46.19256433970395,-122.83397441349861
8,39.82598542418983,-121.69114655877269
23,55.42111198663577,121.54650952203932
28,70.97172229253434,117.24411689373187
29,32.64015855642529,103.8153780940815
27,67.87580035795636,98.24730266854296
26,53.26207345409973,33.93970090292031
10,-39.02916666666667,-71.37916666666666
27,52.35397447143194,-56.1009175057719
10,-38.429166666666674,-71.4875
5,-30.13256648941735,19.32379996983513
19,65.4447355417852,-112.89238918165779
1,-3.5395763618932015,-63.0463497982848
27,51.263119069622036,-91.99480993059952
24,63.887246501625846,134.94268257066742
14,32.72751966379875,-98.45519978566496
2,0.49879009841558547,34.44079534429267
15,1.715254288451735,-76.36380492526484
18,34.717764279895356,62.983177787903706
22,40.8629682212823,128.92750152056846
12,-31.01447680783428,-64.70650334517558
26,41.10724671914104,21.100010015581322
19,67.87645159843362,-119.93375634352388
13,-10.362499999999997,-77.20416666666667
14,31.557699659779892,121.65090499394097
13,-17.0625,-68.70416666666667
21,45.84352682011209,130.09264747253778
1,-8.811413533651946,-75.2311352678636
4,-25.76810297691974,121.78237426564627
24,64.00201419928526,131.7149471282799
17,38.50202542349283,39.12599035997853
9,-40.37056760593044,-71.0464411564788
1,1.9941762529594165,-67.53427950903172
10,-44.195833333333326,-71.53750000000001
13,-17.954166666666666,-66.40416666666667
23,30.802719254558205,102.59378175031644
23,54.61941881435129,125.26203127406953
3,9.94148803256552,16.760303009554843
4,-21.718590169955494,128.75577966338662
26,58.367626127694436,50.36400041022708
30,68.32551492124121,-37.25006401142022
17,35.701534335777104,46.06495378571834
3,20.512420772952606,86.13501710323388
5,46.245847957305855,69.21177025164475
24,64.6142018217397,129.55407978137433
21,44.310642579752916,-99.15254966080204
29,28.597395523149256,90.82916134939776
28,65.24585539439886,122.4589021199981
5,45.52360892993347,85.257705123042
18,42.9222033477695,-121.40055161407585
24,65.06365713157393,139.17988001431598
4,36.989125702017425,67.49512948950172
17,38.21557412189301,69.39031379848792
21,40.83211366704291,125.6617039162821
2,1.0582018789965424,15.52617632229176
27,39.59747159169601,45.588506985723456
23,53.85673300761481,108.36244071253495
10,-44.962500000000006,-71.07083333333334
15,2.147709511364257,-75.35160470438306
